x,sin(x),cos(x),tan(x),cot(x),sec(x),ln(x),log_2,log_3,log_5,log_10,F(X)
-6.283185307179586,2.437922729247744E-11,1.0000000000036913,2.4379227292387448E-11,4.101852728992176E10,0.9999999999963087,NaN,NaN,NaN,NaN,NaN,1.6825195810626533E21
-6.2731853071795864,0.0099998333572954,0.9999500004201368,0.010000333369762379,99.9966664135079,1.000050002079946,NaN,NaN,NaN,NaN,NaN,10100.320059827127
-6.263185307179587,0.019998666715289836,0.9998000066698394,0.020002667115298318,49.99333310082364,1.0002000333354935,NaN,NaN,NaN,NaN,NaN,2550.3070850518056
-6.253185307179587,0.029995500223320253,0.999550033752054,0.03000900326192262,33.32333271024917,1.0004501688087157,NaN,NaN,NaN,NaN,NaN,1144.7387271570237
-6.243185307179587,0.039989334206389913,0.999200106663861,0.040021347015170655,24.986665231955737,1.000800533677693,NaN,NaN,NaN,NaN,NaN,650.2816850023919
-6.233185307179587,0.049979169289407994,0.998750260397676,0.05004170839415612,19.98333054745949,1.0012513034057446,NaN,NaN,NaN,NaN,NaN,420.2692927777556
-6.2231853071795875,0.05996400649722047,0.9982005398399669,0.06007210385483662,16.646661858497342,1.0018027040541588,NaN,NaN,NaN,NaN,NaN,294.70154949573913
-6.213185307179588,0.0699428473543921,0.9975510001634101,0.07011455789522006,14.262373321877185,1.002455012160971,NaN,NaN,NaN,NaN,NaN,218.61246762397417
-6.203185307179588,0.07991469398515258,0.9968017062178203,0.08017110473092397,12.473321945060778,1.0032085556858796,NaN,NaN,NaN,NaN,NaN,168.98333861756984
-6.193185307179588,0.08987854921315654,0.995952732931992,0.09024378993224152,11.08109489584644,1.0040637140038695,NaN,NaN,NaN,NaN,NaN,134.78965915767944
-6.183185307179588,0.0998334166611877,0.995004165202562,0.10033467210749183,9.966644421069788,1.005020918476679,NaN,NaN,NaN,NaN,NaN,110.21037782621057
-6.173185307179589,0.10977830085080358,0.993956097885519,0.11044582460366124,9.054212810566044,1.00608065298592,NaN,NaN,NaN,NaN,NaN,91.93473489664586
-6.163185307179589,0.11971220730183589,0.9928086357867432,0.12057933723246769,8.29329487913901,1.0072434545329656,NaN,NaN,NaN,NaN,NaN,77.96599487991168
-6.153185307179589,0.1296341426319346,0.9915618936514935,0.13073731802514932,7.648925456828132,1.008509913907071,NaN,NaN,NaN,NaN,NaN,67.04134103652126
-6.143185307179589,0.13954311465584415,0.9902159961529591,0.14092189501884078,7.0961293833460255,1.0098806764231767,NaN,NaN,NaN,NaN,NaN,58.33011869991293
-6.133185307179589,0.14943813248459692,0.988771077879784,0.15113521807801683,6.616591504726546,1.0113564427312074,NaN,NaN,NaN,NaN,NaN,51.267581286046145
-6.12318530717959,0.15931820662466897,0.9872272833226012,0.1613794607544368,6.196575421215782,1.0129379696987415,NaN,NaN,NaN,NaN,NaN,45.45878624562423
-6.11318530717959,0.16918234907686516,0.9855847668595861,0.17165682218886016,5.825576794726985,1.0146260713691282,NaN,NaN,NaN,NaN,NaN,40.620731031728596
-6.10318530717959,0.179029573435185,0.9838436927410286,0.1819695290584232,5.495425553796645,1.0164216199973386,NaN,NaN,NaN,NaN,NaN,36.546270954351655
-6.09318530717959,0.18885889498536865,0.9820042350728976,0.19231983757315363,5.199671612761347,1.0183255471660635,NaN,NaN,NaN,NaN,NaN,33.08092357801799
-6.0831853071795905,0.19866933080345334,0.9800665777994402,0.2027100355258812,4.933154875168102,1.0203388449847117,NaN,NaN,NaN,NaN,NaN,30.107553222531386
-6.073185307179591,0.20845989985405727,0.9780309146847737,0.21314244439936275,4.691698093347895,1.0224625673742707,NaN,NaN,NaN,NaN,NaN,27.53601635137336
-6.063185307179591,0.21822962308841318,0.9758974492935198,0.22361942153491216,4.4718834935536975,1.0246978314411301,NaN,NaN,NaN,NaN,NaN,25.296011699075176
-6.053185307179591,0.22797752354232104,0.9736663949704508,0.23414336236718922,4.270887672791579,1.0270458189433027,NaN,NaN,NaN,NaN,NaN,23.332048939414015
-6.043185307179591,0.23770262643388854,0.9713379748191463,0.24471670272970278,4.086357771437167,1.0295077778526989,NaN,NaN,NaN,NaN,NaN,21.599847170561066
-6.033185307179592,0.24740395926091524,0.9689124216796867,0.2553419212357922,3.9163173644196205,1.0320850240173622,NaN,NaN,NaN,NaN,NaN,20.063716639707287
-6.023185307179592,0.2570805518982124,0.9663899781053727,0.2660215417405549,3.759094069815137,1.0347789429279062,NaN,NaN,NaN,NaN,NaN,18.69462821526901
-6.013185307179592,0.26673143669456456,0.9637708963384628,0.2767581358888557,3.6132632444149486,1.0375909915926886,NaN,NaN,NaN,NaN,NaN,17.468771448446912
-6.003185307179592,0.27635564856954103,0.961055438284961,0.28755432575534656,3.4776037445209838,1.0405227005265556,NaN,NaN,NaN,NaN,NaN,16.366464713542914
-5.993185307179592,0.2859522251099644,0.9582438754884117,0.2984127865823469,3.351062839675104,1.0435756758584085,NaN,NaN,NaN,NaN,NaN,15.371322400273295
-5.983185307179593,0.29552020666619805,0.955336489102759,0.30933624962210665,3.232728143635369,1.0467516015631189,NaN,NaN,NaN,NaN,NaN,14.469612060462687
